110232
7	2.6
15	2.6
21	2.6
27	2.6
37	3.3
61	40.0
76	1.0
91	16.0
111	2.6
124	18.0
140	5.0
164	3.15
183	3.8
203	8.7
232	4.7
241	9.9
252	3.15
266	2.6
276	14.0
281	14.0
287	2.6
292	14.0
297	2.6
306	5.15
326	14.0
337	7.3
360	26.0
379	27.5
389	6.12
404	4.15
428	6.6
437	39.5
443	6.6
462	39.5
469	4.15
477	53.0
495	3.1
511	5.5
537	5.8
548	5.8
560	2.1
581	7.8
599	7.3
610	2.6
615	2.6
620	2.6
625	2.6
630	1.0
643	7.8
650	6.6
664	14.1
675	2.6
684	2.6
697	2.0
711	3.7
726	18.5
736	47.0
743	7.3
765	5.3
781	14.1
794	2.0
805	2.6
812	5.3
825	3.6
835	2.5
854	4.6
865	5.4
874	7.3
882	6.8
891	5.5
907	27.0
921	14.1
937	14.0
946	1.99
953	45.0
966	39.5
973	13.5
979	45.0
988	7.3
1003	7.3
1013	14.1
1023	3.8
1036	5.5
1047	13.5
1056	39.5
1064	13.5
1072	45.0
1086	3.97
1093	3.97
1098	3.97
1103	45.0
1112	7.0
1125	3.97
1139	6.3
1158	5.6
1173	5.0
1186	5.5
1199	2.9
1224	3.0
1243	3.0
1259	3.23
1274	3.8
1289	3.7
1303	5.0
1310	5.35
1322	3.4
1341	11.6
1362	39.5
1367	45.7
1376	5.7
1383	4.86
1393	5.7
1404	5.65
1417	7.0
1427	8.3
1442	17.3
1453	2.4
1460	45.7
1469	3.2
1482	39.5
1495	28.0
1516	1.0
1523	6.4
1529	29.5
1535	2.5
1540	6.4
1549	3.5
1569	2.5
1588	1.0
1595	29.5
1605	5.8
1624	6.4
1635	9.3
1646	20.0
1651	20.0
1660	20.0
1665	28.0
1670	28.0
1680	39.5
1685	13.5
1692	19.0
1697	20.0
1702	28.0
1707	13.5
1713	39.5
1719	9.3
1727	2.3
1742	13.5
1753	20.0
1769	4.9
1787	5.67
1797	7.2
1807	2.5
1816	39.5
1829	19.0
1840	1.0
1851	28.0
1858	5.0
1865	5.0
1872	5.0
1894	3.9
1907	2.25
1923	8.4
1938	28.0
1943	28.0
1948	28.0
1955	5.47
1961	1.8
1968	13.0
1973	28.0
1978	19.0
1982	5.47
